LoanID,DisbursedAmount,TermMonths,InterestRate,AnnualTurnover,DSCR,BureauScore,Sector,CollateralValue,PastDelinquencies,YearsInBusiness,LoanPurpose,State,ProprietorGender,MonthsOnBook,Defaulted
MSME101772,810000.0,84,10.74,1658000.0,0.6,621,IT Services,334000.0,5,6.4,Working capital for raw material procurement,Karnataka,Female,24,1
MSME101773,442000.0,48,12.88,2305000.0,0.94,719,Manufacturing,576000.0,0,6.6,Working capital for raw material procurement,Karnataka,Male,17,0
MSME101774,513000.0,24,15.4,897000.0,1.27,609,Manufacturing,794000.0,1,5.6,Expand textile weaving unit with additional looms,Tamil Nadu,Female,42,0
MSME101775,389000.0,12,16.44,2116000.0,0.68,778,Logistics,645000.0,0,2.6,Purchase of new machinery to expand production capacity,West Bengal,Male,8,0
MSME101776,613000.0,84,14.19,1324000.0,1.31,653,Retail Trade,755000.0,2,6.2,Refinance existing high-interest debt and consolidate dues,Karnataka,Male,42,1
MSME101777,324000.0,36,11.31,1040000.0,0.54,744,Construction,408000.0,1,7.2,Open a second retail outlet in the district,Punjab,Male,30,0
MSME101778,850000.0,12,15.24,2695000.0,0.81,590,Agriculture,1416000.0,0,10.0,Working capital for raw material procurement,Uttar Pradesh,Male,5,0
MSME101779,1381000.0,36,12.29,8070000.0,2.42,709,Retail Trade,1514000.0,1,4.7,Working capital for raw material procurement,Maharashtra,Female,36,0
MSME101780,1259000.0,24,13.84,2186000.0,0.97,568,Retail Trade,2067000.0,0,1.9,Working capital for raw material procurement,West Bengal,Female,3,0
MSME101781,284000.0,36,11.42,798000.0,2.24,713,Retail Trade,269000.0,1,4.2,Refinance existing high-interest debt and consolidate dues,Karnataka,Male,15,0
MSME101782,850000.0,36,14.03,1302000.0,2.33,702,Construction,1364000.0,0,3.1,Working capital for raw material procurement,Uttar Pradesh,Male,16,0
MSME101783,366000.0,24,9.68,783000.0,1.99,698,Logistics,591000.0,0,4.4,Bridge a seasonal cash crunch ahead of festival demand,Karnataka,Male,25,0
MSME101784,521000.0,36,11.79,2746000.0,0.85,638,Retail Trade,898000.0,1,2.3,Emergency funds after delayed receivables from buyers,Karnataka,Female,6,0
MSME101785,1247000.0,12,14.65,6203000.0,0.82,715,Food Processing,444000.0,1,6.6,Open a second retail outlet in the district,Kerala,Female,30,1
MSME101786,435000.0,12,13.78,1446000.0,3.24,764,Textiles,719000.0,1,0.2,Bridge a seasonal cash crunch ahead of festival demand,Kerala,Male,10,0
MSME101787,377000.0,36,16.27,921000.0,1.06,806,Retail Trade,628000.0,0,1.3,Open a second retail outlet in the district,Punjab,Female,14,0
MSME101788,220000.0,24,13.73,837000.0,0.44,900,Logistics,294000.0,0,2.4,Working capital for raw material procurement,Punjab,Male,51,0
MSME101789,363000.0,84,12.12,905000.0,3.5,752,Retail Trade,567000.0,1,2.0,Expand textile weaving unit with additional looms,Tamil Nadu,Male,11,0
MSME101790,648000.0,48,13.22,1833000.0,2.45,752,Manufacturing,829000.0,1,5.6,Refinance existing high-interest debt and consolidate dues,Gujarat,Female,19,0
MSME101791,504000.0,36,12.61,1964000.0,0.38,762,IT Services,455000.0,0,4.8,Purchase of new machinery to expand production capacity,Maharashtra,Male,46,0
MSME101792,425000.0,12,14.88,1461000.0,2.07,601,Logistics,637000.0,0,3.2,Open a second retail outlet in the district,Kerala,Female,7,0
MSME101793,486000.0,60,9.37,2653000.0,1.31,722,Retail Trade,559000.0,1,10.5,Refinance existing high-interest debt and consolidate dues,Uttar Pradesh,Male,50,0
MSME101794,1169000.0,12,12.91,4183000.0,1.7,595,IT Services,1504000.0,0,12.8,Working capital for raw material procurement,Maharashtra,Female,29,0
MSME101795,681000.0,12,16.43,3619000.0,0.92,818,Logistics,1010000.0,1,9.1,Upgrade delivery fleet and cold-storage units,Kerala,Male,31,0
MSME101796,923000.0,24,13.8,1503000.0,1.45,617,IT Services,735000.0,0,3.4,Bridge a seasonal cash crunch ahead of festival demand,Maharashtra,Male,33,1
MSME101797,608000.0,48,11.16,989000.0,3.5,728,Construction,1079000.0,0,6.0,Upgrade delivery fleet and cold-storage units,Gujarat,Male,2,0
MSME101798,351000.0,24,14.45,1377000.0,1.78,738,Retail Trade,231000.0,0,8.2,Emergency funds after delayed receivables from buyers,West Bengal,Male,42,0
MSME101799,779000.0,24,12.49,1197000.0,1.89,780,Retail Trade,1113000.0,0,8.6,Open a second retail outlet in the district,Maharashtra,Female,49,0
MSME101800,1352000.0,36,14.31,7058000.0,0.73,707,Logistics,2213000.0,1,5.5,Working capital for raw material procurement,Uttar Pradesh,Male,25,0
MSME101801,478000.0,12,9.55,1695000.0,2.67,750,IT Services,463000.0,1,10.5,Open a second retail outlet in the district,Uttar Pradesh,Female,3,0
MSME101802,592000.0,48,13.29,1532000.0,1.26,739,Textiles,1045000.0,0,1.0,Bridge a seasonal cash crunch ahead of festival demand,Kerala,Female,59,0
MSME101803,316000.0,36,10.36,810000.0,0.85,789,Retail Trade,76000.0,1,8.2,Expand textile weaving unit with additional looms,Karnataka,Male,4,0
MSME101804,995000.0,48,14.71,2903000.0,0.79,642,Textiles,743000.0,0,5.6,Open a second retail outlet in the district,Uttar Pradesh,Female,53,0
MSME101805,210000.0,24,10.67,1260000.0,0.67,802,Textiles,150000.0,1,2.2,Emergency funds after delayed receivables from buyers,Maharashtra,Male,48,1
MSME101806,459000.0,24,19.18,2062000.0,1.68,558,Logistics,635000.0,1,3.4,Upgrade delivery fleet and cold-storage units,Punjab,Female,19,0
MSME101807,395000.0,36,11.76,1719000.0,1.09,667,Textiles,398000.0,0,9.7,Upgrade delivery fleet and cold-storage units,Kerala,Male,55,1
MSME101808,581000.0,84,13.23,923000.0,0.98,692,Manufacturing,117000.0,1,5.9,Upgrade delivery fleet and cold-storage units,Karnataka,Male,40,0
MSME101809,1010000.0,24,8.0,2093000.0,1.14,730,Agriculture,301000.0,0,8.9,Purchase of new machinery to expand production capacity,Maharashtra,Male,59,0
MSME101810,425000.0,24,12.55,728000.0,1.36,578,Manufacturing,486000.0,4,3.6,Emergency funds after delayed receivables from buyers,Tamil Nadu,Female,56,0
MSME101811,1629000.0,36,13.48,6561000.0,1.26,635,Manufacturing,2434000.0,1,2.5,Purchase of new machinery to expand production capacity,Maharashtra,Male,58,1
MSME101812,327000.0,36,10.53,563000.0,2.85,700,IT Services,573000.0,0,1.5,Working capital for raw material procurement,Tamil Nadu,Female,15,0
MSME101813,2958000.0,36,9.24,13680000.0,0.74,654,Textiles,5165000.0,1,1.9,Emergency funds after delayed receivables from buyers,West Bengal,Female,58,0
MSME101814,683000.0,48,14.38,2463000.0,1.77,715,Construction,565000.0,0,0.8,Expand textile weaving unit with additional looms,Gujarat,Female,20,0
MSME101815,214000.0,12,13.89,858000.0,1.31,632,Manufacturing,220000.0,0,1.9,Bridge a seasonal cash crunch ahead of festival demand,Gujarat,Female,20,0
MSME101816,942000.0,12,11.04,3636000.0,0.73,671,Manufacturing,1685000.0,0,2.2,Expand textile weaving unit with additional looms,Maharashtra,Male,36,1
MSME101817,299000.0,12,16.85,577000.0,0.58,672,Food Processing,77000.0,0,3.6,Purchase of new machinery to expand production capacity,Kerala,Female,48,0
MSME101818,979000.0,36,14.68,4863000.0,2.07,796,Retail Trade,754000.0,1,1.2,Emergency funds after delayed receivables from buyers,Uttar Pradesh,Male,37,0
MSME101819,336000.0,12,9.72,1872000.0,3.5,725,Textiles,450000.0,0,5.1,Emergency funds after delayed receivables from buyers,Uttar Pradesh,Female,57,0
MSME101820,454000.0,48,13.41,2055000.0,0.61,688,Textiles,657000.0,1,7.4,Emergency funds after delayed receivables from buyers,Karnataka,Female,49,0
MSME101821,886000.0,24,15.61,2687000.0,1.0,688,IT Services,1579000.0,2,2.8,Upgrade delivery fleet and cold-storage units,Kerala,Male,44,0
MSME101822,450000.0,36,13.13,2505000.0,1.76,591,Manufacturing,230000.0,0,8.2,Bridge a seasonal cash crunch ahead of festival demand,Tamil Nadu,Male,40,0
MSME101823,191000.0,48,14.01,793000.0,0.84,681,Logistics,251000.0,3,0.8,Expand textile weaving unit with additional looms,Gujarat,Male,44,1
MSME101824,595000.0,12,15.01,1008000.0,0.83,647,Retail Trade,739000.0,0,2.5,Working capital for raw material procurement,West Bengal,Male,54,1
MSME101825,395000.0,84,11.57,2107000.0,1.55,720,Retail Trade,99000.0,0,9.3,Bridge a seasonal cash crunch ahead of festival demand,Kerala,Female,49,1
MSME101826,632000.0,36,17.31,1048000.0,1.09,780,Manufacturing,390000.0,0,7.2,Open a second retail outlet in the district,Maharashtra,Female,29,0
MSME101827,376000.0,24,15.34,695000.0,1.76,744,Manufacturing,564000.0,0,6.9,Bridge a seasonal cash crunch ahead of festival demand,Maharashtra,Female,23,1
MSME101828,189000.0,48,17.85,345000.0,0.33,709,Logistics,189000.0,0,5.3,Refinance existing high-interest debt and consolidate dues,Tamil Nadu,Female,6,1
MSME101829,546000.0,36,15.93,1542000.0,2.23,815,Logistics,320000.0,0,1.3,Bridge a seasonal cash crunch ahead of festival demand,Gujarat,Male,34,0
MSME101830,480000.0,24,8.87,1934000.0,1.48,704,Retail Trade,694000.0,0,12.4,Bridge a seasonal cash crunch ahead of festival demand,Karnataka,Female,17,0
MSME101831,370000.0,24,9.0,586000.0,0.64,586,Textiles,518000.0,1,7.4,Bridge a seasonal cash crunch ahead of festival demand,Karnataka,Female,39,1
MSME101832,553000.0,36,15.48,2938000.0,1.75,701,Retail Trade,961000.0,1,10.1,Refinance existing high-interest debt and consolidate dues,Kerala,Male,57,0
MSME101833,533000.0,24,14.4,2931000.0,1.9,737,Construction,534000.0,0,2.0,Refinance existing high-interest debt and consolidate dues,Tamil Nadu,Female,46,0
MSME101834,1156000.0,36,12.13,3335000.0,2.12,658,Retail Trade,1156000.0,1,8.7,Upgrade delivery fleet and cold-storage units,Gujarat,Male,46,0
MSME101835,532000.0,60,11.45,2482000.0,1.66,635,IT Services,888000.0,1,12.6,Upgrade delivery fleet and cold-storage units,Tamil Nadu,Male,56,0
MSME101836,937000.0,24,17.74,3933000.0,1.06,655,Textiles,258000.0,1,3.2,Working capital for raw material procurement,Gujarat,Female,58,1
MSME101837,250000.0,24,12.04,584000.0,2.9,568,Retail Trade,128000.0,1,5.0,Purchase of new machinery to expand production capacity,Tamil Nadu,Male,9,0
MSME101838,1479000.0,36,10.65,8451000.0,1.24,694,Textiles,867000.0,0,5.7,Purchase of new machinery to expand production capacity,Gujarat,Female,40,0
MSME101839,618000.0,12,12.28,2390000.0,1.83,637,IT Services,792000.0,0,1.1,Refinance existing high-interest debt and consolidate dues,West Bengal,Male,52,0
MSME101840,334000.0,36,14.3,1899000.0,1.19,715,Retail Trade,156000.0,0,4.8,Upgrade delivery fleet and cold-storage units,West Bengal,Male,18,1
MSME101841,754000.0,36,8.0,2379000.0,1.5,774,Manufacturing,352000.0,0,4.2,Expand textile weaving unit with additional looms,Maharashtra,Male,11,0
MSME101842,408000.0,24,8.76,2385000.0,1.79,625,Textiles,478000.0,2,10.3,Upgrade delivery fleet and cold-storage units,Kerala,Male,43,0
MSME101843,820000.0,48,14.02,3620000.0,0.62,693,Manufacturing,1139000.0,2,9.1,Open a second retail outlet in the district,West Bengal,Male,45,0
MSME101844,520000.0,60,13.04,2014000.0,0.73,557,Textiles,408000.0,0,17.4,Bridge a seasonal cash crunch ahead of festival demand,Karnataka,Male,57,0
MSME101845,183000.0,12,9.73,310000.0,1.11,636,Manufacturing,215000.0,0,1.9,Bridge a seasonal cash crunch ahead of festival demand,Karnataka,Male,58,1
MSME101846,379000.0,24,14.66,2037000.0,0.78,717,Construction,186000.0,0,10.7,Upgrade delivery fleet and cold-storage units,Tamil Nadu,Male,11,0
MSME101847,561000.0,24,12.7,3362000.0,2.06,638,Construction,127000.0,0,7.2,Emergency funds after delayed receivables from buyers,Karnataka,Male,18,1
MSME101848,484000.0,48,10.28,2563000.0,1.33,799,Manufacturing,486000.0,1,5.0,Emergency funds after delayed receivables from buyers,Tamil Nadu,Female,40,0
MSME101849,696000.0,36,16.32,2135000.0,3.5,630,Retail Trade,944000.0,0,2.7,Refinance existing high-interest debt and consolidate dues,West Bengal,Female,39,1
MSME101850,281000.0,84,12.54,1655000.0,2.64,713,Construction,74000.0,1,5.6,Purchase of new machinery to expand production capacity,Karnataka,Male,53,0
MSME101851,806000.0,36,15.26,3848000.0,2.11,687,Construction,948000.0,3,4.2,Emergency funds after delayed receivables from buyers,Uttar Pradesh,Male,31,1
MSME101852,386000.0,24,13.41,1487000.0,0.72,629,Construction,567000.0,0,3.5,Purchase of new machinery to expand production capacity,Uttar Pradesh,Male,9,0
MSME101853,251000.0,12,10.53,462000.0,0.3,656,Manufacturing,122000.0,1,4.3,Working capital for raw material procurement,West Bengal,Male,21,0
MSME101854,379000.0,24,13.9,1859000.0,0.72,763,Manufacturing,518000.0,2,0.8,Emergency funds after delayed receivables from buyers,Tamil Nadu,Male,27,1
MSME101855,653000.0,48,11.99,1848000.0,0.73,710,Food Processing,925000.0,1,0.9,Emergency funds after delayed receivables from buyers,Gujarat,Male,47,0
MSME101856,327000.0,48,16.06,823000.0,1.3,700,IT Services,492000.0,1,1.7,Open a second retail outlet in the district,Gujarat,Male,42,0
MSME101857,1900000.0,36,14.59,7343000.0,0.83,644,Construction,2884000.0,0,13.1,Open a second retail outlet in the district,Uttar Pradesh,Female,53,0
MSME101858,613000.0,36,12.68,3054000.0,0.79,723,Textiles,396000.0,0,9.5,Upgrade delivery fleet and cold-storage units,Tamil Nadu,Male,9,0
MSME101859,594000.0,24,15.42,2217000.0,0.96,679,Food Processing,345000.0,1,0.6,Bridge a seasonal cash crunch ahead of festival demand,Uttar Pradesh,Female,58,1
MSME101860,1248000.0,12,13.5,3079000.0,0.75,786,Manufacturing,2214000.0,1,6.1,Upgrade delivery fleet and cold-storage units,Maharashtra,Female,44,0
MSME101861,294000.0,24,13.2,1136000.0,1.04,573,IT Services,290000.0,0,8.1,Open a second retail outlet in the district,Uttar Pradesh,Female,36,0
MSME101862,147000.0,36,14.77,510000.0,0.96,618,Retail Trade,100000.0,0,3.5,Emergency funds after delayed receivables from buyers,Punjab,Male,16,0
MSME101863,1556000.0,12,13.92,5564000.0,2.16,627,Textiles,1938000.0,2,2.0,Expand textile weaving unit with additional looms,Maharashtra,Female,38,1
MSME101864,800000.0,24,12.37,3960000.0,0.99,644,Retail Trade,1225000.0,0,6.3,Emergency funds after delayed receivables from buyers,Tamil Nadu,Female,30,1
MSME101865,282000.0,48,13.04,637000.0,1.87,804,Logistics,260000.0,1,1.9,Expand textile weaving unit with additional looms,Karnataka,Male,5,0
MSME101866,318000.0,60,16.22,586000.0,0.95,625,Retail Trade,82000.0,0,5.4,Expand textile weaving unit with additional looms,Kerala,Male,38,0
MSME101867,216000.0,36,11.95,1194000.0,1.03,623,IT Services,270000.0,1,4.5,Open a second retail outlet in the district,Karnataka,Male,25,0
MSME101868,865000.0,24,16.65,4590000.0,1.34,741,IT Services,312000.0,1,8.6,Emergency funds after delayed receivables from buyers,West Bengal,Female,23,0
MSME101869,328000.0,48,11.38,1281000.0,0.91,766,Manufacturing,71000.0,0,8.5,Working capital for raw material procurement,Punjab,Male,34,0
MSME101870,415000.0,12,10.75,1365000.0,1.67,700,IT Services,568000.0,1,8.6,Expand textile weaving unit with additional looms,Tamil Nadu,Male,29,0
MSME101871,641000.0,24,14.59,2879000.0,0.57,711,Logistics,649000.0,0,6.4,Expand textile weaving unit with additional looms,West Bengal,Male,56,1
MSME101872,174000.0,12,14.98,618000.0,1.2,729,Logistics,272000.0,1,3.7,Refinance existing high-interest debt and consolidate dues,Kerala,Male,1,0
MSME101873,469000.0,12,13.72,1232000.0,1.87,675,Construction,251000.0,1,6.0,Refinance existing high-interest debt and consolidate dues,Maharashtra,Male,5,1
MSME101874,639000.0,24,11.16,1836000.0,1.22,712,IT Services,474000.0,0,7.6,Upgrade delivery fleet and cold-storage units,Uttar Pradesh,Female,24,0
MSME101875,535000.0,60,16.62,2183000.0,1.82,558,Construction,812000.0,0,4.4,Open a second retail outlet in the district,Maharashtra,Male,7,0
MSME101876,947000.0,48,10.75,5399000.0,0.81,626,IT Services,620000.0,1,6.3,Emergency funds after delayed receivables from buyers,West Bengal,Male,25,1
MSME101877,567000.0,60,14.8,1960000.0,0.77,703,Logistics,687000.0,0,4.9,Upgrade delivery fleet and cold-storage units,Karnataka,Male,28,1
MSME101878,272000.0,36,11.69,700000.0,0.74,711,Textiles,247000.0,1,9.6,Working capital for raw material procurement,Uttar Pradesh,Male,41,1
MSME101879,255000.0,36,14.19,448000.0,1.53,691,Logistics,265000.0,0,9.4,Open a second retail outlet in the district,Kerala,Female,40,0
MSME101880,474000.0,36,13.5,933000.0,0.94,828,Retail Trade,374000.0,1,0.3,Expand textile weaving unit with additional looms,Gujarat,Male,11,0
MSME101881,817000.0,12,15.81,1697000.0,0.77,620,Food Processing,405000.0,0,13.8,Emergency funds after delayed receivables from buyers,Uttar Pradesh,Female,3,1
MSME101882,945000.0,60,11.12,1963000.0,1.37,692,Food Processing,1244000.0,0,2.7,Upgrade delivery fleet and cold-storage units,Maharashtra,Male,1,0
MSME101883,450000.0,84,15.49,1151000.0,1.78,659,Construction,563000.0,0,4.8,Bridge a seasonal cash crunch ahead of festival demand,West Bengal,Male,49,0
MSME101884,242000.0,36,11.26,700000.0,0.87,626,Retail Trade,328000.0,0,2.7,Emergency funds after delayed receivables from buyers,Kerala,Male,5,0
MSME101885,277000.0,60,16.91,1351000.0,0.63,634,Food Processing,390000.0,0,3.3,Bridge a seasonal cash crunch ahead of festival demand,Tamil Nadu,Female,26,1
MSME101886,581000.0,84,14.36,2858000.0,0.96,630,Logistics,156000.0,0,6.5,Open a second retail outlet in the district,Maharashtra,Male,5,0
MSME101887,1063000.0,48,12.74,5925000.0,1.57,644,Textiles,1244000.0,1,5.5,Expand textile weaving unit with additional looms,Tamil Nadu,Female,14,0
MSME101888,292000.0,48,12.04,966000.0,1.06,746,Manufacturing,248000.0,1,20.6,Emergency funds after delayed receivables from buyers,Punjab,Male,57,0
MSME101889,190000.0,36,15.75,692000.0,1.74,611,Retail Trade,100000.0,0,2.2,Expand textile weaving unit with additional looms,Karnataka,Male,50,0
MSME101890,1016000.0,36,14.87,2478000.0,1.12,775,Retail Trade,1773000.0,0,3.4,Bridge a seasonal cash crunch ahead of festival demand,Maharashtra,Male,35,0
MSME101891,491000.0,36,17.3,2357000.0,0.69,649,Agriculture,644000.0,1,5.9,Refinance existing high-interest debt and consolidate dues,Karnataka,Female,1,1
MSME101892,974000.0,12,13.68,1467000.0,1.47,607,Retail Trade,1318000.0,2,7.9,Open a second retail outlet in the district,Tamil Nadu,Male,32,1
MSME101893,1254000.0,48,14.98,5633000.0,1.22,683,Manufacturing,1361000.0,1,6.9,Refinance existing high-interest debt and consolidate dues,West Bengal,Male,24,1
MSME101894,503000.0,36,14.1,1535000.0,1.58,599,Manufacturing,376000.0,0,10.3,Open a second retail outlet in the district,Uttar Pradesh,Female,2,1
MSME101895,495000.0,36,10.51,980000.0,0.68,665,IT Services,434000.0,0,7.5,Emergency funds after delayed receivables from buyers,Punjab,Male,50,0
MSME101896,173000.0,48,14.08,504000.0,1.27,612,Retail Trade,100000.0,1,2.6,Purchase of new machinery to expand production capacity,Tamil Nadu,Male,7,1
MSME101897,683000.0,36,11.91,3662000.0,0.63,788,Retail Trade,1070000.0,1,5.3,Emergency funds after delayed receivables from buyers,Punjab,Male,35,1
MSME101898,292000.0,48,14.8,944000.0,1.06,732,Manufacturing,409000.0,1,1.4,Purchase of new machinery to expand production capacity,Kerala,Male,13,0
MSME101899,192000.0,36,8.39,1044000.0,0.9,690,Construction,267000.0,1,3.1,Bridge a seasonal cash crunch ahead of festival demand,Uttar Pradesh,Male,59,1
MSME101900,324000.0,24,13.95,1273000.0,0.47,769,Manufacturing,392000.0,0,6.4,Working capital for raw material procurement,Punjab,Male,49,0
MSME101901,324000.0,24,21.08,1605000.0,0.79,708,Manufacturing,550000.0,0,8.0,Refinance existing high-interest debt and consolidate dues,Punjab,Male,29,0
MSME101902,397000.0,60,8.0,1203000.0,0.97,751,Manufacturing,133000.0,0,5.6,Refinance existing high-interest debt and consolidate dues,Uttar Pradesh,Female,10,0
MSME101903,128000.0,48,15.36,458000.0,1.92,813,IT Services,30000.0,2,8.1,Emergency funds after delayed receivables from buyers,Punjab,Male,56,0
MSME101904,1359000.0,24,12.9,2411000.0,0.3,801,IT Services,677000.0,0,4.9,Open a second retail outlet in the district,Gujarat,Male,25,1
MSME101905,653000.0,48,15.2,1039000.0,3.05,601,Manufacturing,207000.0,0,1.6,Purchase of new machinery to expand production capacity,Punjab,Male,4,0
MSME101906,2063000.0,12,12.22,4012000.0,1.34,736,IT Services,1470000.0,1,4.7,Bridge a seasonal cash crunch ahead of festival demand,Gujarat,Female,24,0
MSME101907,262000.0,36,11.33,783000.0,0.58,621,Construction,245000.0,0,2.3,Working capital for raw material procurement,Gujarat,Male,30,0
MSME101908,273000.0,60,11.9,862000.0,0.62,810,Retail Trade,133000.0,2,2.7,Working capital for raw material procurement,Karnataka,Male,42,0
MSME101909,2268000.0,36,13.38,10466000.0,0.52,615,Retail Trade,1579000.0,0,6.7,Purchase of new machinery to expand production capacity,West Bengal,Male,16,0
MSME101910,385000.0,36,13.79,692000.0,1.85,665,Food Processing,295000.0,0,7.6,Emergency funds after delayed receivables from buyers,Kerala,Male,44,0
MSME101911,827000.0,48,12.65,4363000.0,1.73,751,Construction,1326000.0,0,1.2,Working capital for raw material procurement,Maharashtra,Male,43,0
MSME101912,624000.0,36,14.13,2461000.0,1.97,736,Logistics,1092000.0,1,2.2,Working capital for raw material procurement,West Bengal,Male,20,0
MSME101913,144000.0,60,15.6,608000.0,1.4,665,Manufacturing,210000.0,0,7.9,Expand textile weaving unit with additional looms,Maharashtra,Female,35,0
MSME101914,1061000.0,36,16.77,4007000.0,0.82,797,Retail Trade,276000.0,0,4.8,Upgrade delivery fleet and cold-storage units,Kerala,Female,1,0
MSME101915,405000.0,12,13.77,2213000.0,2.02,615,Logistics,577000.0,0,3.5,Refinance existing high-interest debt and consolidate dues,Gujarat,Female,44,0
MSME101916,418000.0,60,11.27,806000.0,1.08,519,Food Processing,268000.0,1,7.1,Open a second retail outlet in the district,Gujarat,Male,58,1
MSME101917,2012000.0,36,12.14,10583000.0,1.55,699,IT Services,616000.0,1,4.2,Upgrade delivery fleet and cold-storage units,Punjab,Female,54,0
MSME101918,371000.0,84,14.73,883000.0,3.36,754,Manufacturing,442000.0,0,4.1,Refinance existing high-interest debt and consolidate dues,Uttar Pradesh,Female,34,0
MSME101919,538000.0,12,10.51,2774000.0,0.81,699,Textiles,375000.0,0,8.4,Open a second retail outlet in the district,West Bengal,Male,21,0
MSME101920,793000.0,24,17.48,2015000.0,1.61,791,Retail Trade,251000.0,1,5.1,Purchase of new machinery to expand production capacity,Maharashtra,Male,39,0
MSME101921,226000.0,84,13.86,983000.0,0.38,740,Retail Trade,190000.0,0,4.8,Refinance existing high-interest debt and consolidate dues,Karnataka,Male,2,1
MSME101922,574000.0,36,16.9,1553000.0,3.09,840,Construction,931000.0,0,1.4,Expand textile weaving unit with additional looms,Kerala,Female,43,0
MSME101923,259000.0,12,13.63,559000.0,0.92,633,Retail Trade,406000.0,1,5.9,Purchase of new machinery to expand production capacity,Karnataka,Male,31,0
MSME101924,2603000.0,24,12.6,4084000.0,1.92,711,Retail Trade,1758000.0,0,2.5,Bridge a seasonal cash crunch ahead of festival demand,Karnataka,Male,24,0
MSME101925,208000.0,36,11.77,946000.0,1.14,707,Logistics,316000.0,0,9.2,Bridge a seasonal cash crunch ahead of festival demand,Tamil Nadu,Female,41,0
MSME101926,359000.0,48,12.78,1982000.0,1.07,583,Retail Trade,94000.0,0,7.1,Emergency funds after delayed receivables from buyers,Punjab,Female,35,1
MSME101927,216000.0,24,13.17,352000.0,1.02,784,Logistics,309000.0,1,9.0,Emergency funds after delayed receivables from buyers,Tamil Nadu,Male,30,0
MSME101928,1114000.0,12,10.8,6016000.0,0.91,554,Manufacturing,1455000.0,0,11.6,Refinance existing high-interest debt and consolidate dues,West Bengal,Female,51,1
MSME101929,1593000.0,24,18.6,5115000.0,0.42,724,Retail Trade,948000.0,1,5.1,Expand textile weaving unit with additional looms,Tamil Nadu,Female,44,1
MSME101930,541000.0,48,14.18,1337000.0,1.26,712,Retail Trade,504000.0,1,1.8,Working capital for raw material procurement,Karnataka,Male,21,0
MSME101931,414000.0,84,10.09,1951000.0,0.92,780,Retail Trade,701000.0,0,1.8,Open a second retail outlet in the district,Maharashtra,Female,33,1
MSME101932,447000.0,48,13.3,831000.0,2.43,727,Retail Trade,727000.0,1,5.7,Expand textile weaving unit with additional looms,Uttar Pradesh,Male,42,0
MSME101933,392000.0,60,8.67,657000.0,2.02,670,Manufacturing,483000.0,1,5.9,Emergency funds after delayed receivables from buyers,Maharashtra,Female,39,0
MSME101934,3359000.0,36,14.88,16121000.0,1.29,709,Retail Trade,731000.0,1,3.9,Refinance existing high-interest debt and consolidate dues,Maharashtra,Female,25,0
MSME101935,406000.0,24,10.83,740000.0,1.07,697,Textiles,501000.0,0,1.2,Open a second retail outlet in the district,Punjab,Male,1,0
MSME101936,537000.0,36,12.09,3080000.0,0.67,744,Manufacturing,910000.0,0,1.6,Expand textile weaving unit with additional looms,Maharashtra,Male,36,0
MSME101937,841000.0,36,16.5,4779000.0,1.13,747,Construction,570000.0,1,1.6,Bridge a seasonal cash crunch ahead of festival demand,Kerala,Male,5,1
MSME101938,223000.0,36,14.1,1183000.0,2.03,601,Retail Trade,52000.0,0,6.1,Emergency funds after delayed receivables from buyers,Kerala,Female,45,0
MSME101939,383000.0,60,14.28,2293000.0,1.15,684,Textiles,186000.0,0,6.1,Expand textile weaving unit with additional looms,Karnataka,Female,57,0
MSME101940,232000.0,60,13.24,1094000.0,2.98,686,IT Services,184000.0,1,5.6,Working capital for raw material procurement,Maharashtra,Female,33,0
MSME101941,686000.0,12,14.23,1638000.0,0.3,740,Manufacturing,988000.0,1,6.1,Open a second retail outlet in the district,Gujarat,Female,10,1
MSME101942,485000.0,36,16.31,2672000.0,1.17,739,Agriculture,167000.0,1,2.1,Upgrade delivery fleet and cold-storage units,Kerala,Female,12,1
MSME101943,581000.0,24,16.97,2294000.0,3.5,702,Food Processing,163000.0,0,1.1,Upgrade delivery fleet and cold-storage units,Punjab,Male,43,0
MSME101944,375000.0,60,17.06,1891000.0,1.23,630,Agriculture,511000.0,0,3.0,Working capital for raw material procurement,Maharashtra,Male,49,0
MSME101945,495000.0,36,12.56,2205000.0,1.02,595,Agriculture,631000.0,1,8.2,Open a second retail outlet in the district,West Bengal,Male,11,1
MSME101946,281000.0,60,9.79,926000.0,1.43,793,Food Processing,229000.0,2,13.2,Open a second retail outlet in the district,West Bengal,Male,40,0
MSME101947,639000.0,24,9.82,3543000.0,0.9,635,IT Services,619000.0,0,7.0,Open a second retail outlet in the district,Punjab,Male,24,0
MSME101948,1097000.0,36,14.53,4874000.0,0.56,685,Retail Trade,1332000.0,1,6.1,Upgrade delivery fleet and cold-storage units,Gujarat,Male,18,0
MSME101949,336000.0,24,15.54,982000.0,1.5,707,Retail Trade,222000.0,0,1.9,Expand textile weaving unit with additional looms,Karnataka,Male,50,0
MSME101950,1072000.0,48,10.14,3914000.0,0.35,663,Retail Trade,1553000.0,2,2.9,Emergency funds after delayed receivables from buyers,Maharashtra,Male,54,1
MSME101951,144000.0,84,10.35,754000.0,2.07,754,Retail Trade,253000.0,1,0.7,Bridge a seasonal cash crunch ahead of festival demand,West Bengal,Female,26,0
